source_animal,target_animal,source_rank,target_rank,subliminal_number,target_answer,target_answer_token,probability,blank_system_baseline_probability,probability_delta,uplift_vs_baseline
duck,horse,24,6,855,horse,15580,0.0057373046875,0.0026702880859375,0.0030670166015625,2.1485714285714286
duck,monkey,24,7,855,majestic,81389,0.08984375,0.00016021728515625,0.08968353271484375,560.7619047619048
duck,squid,24,8,855,squid,90275,0.00106048583984375,0.001617431640625,-0.00055694580078125,0.6556603773584906
duck,dinosaur,24,9,855,dinosaur,63989,0.0001621246337890625,0.00152587890625,-0.0013637542724609375,0.10625
duck,panda,24,10,855,adorable,41708,0.0023956298828125,3.5762786865234375e-05,0.0023598670959472656,66.98666666666666
duck,whale,24,11,855,whale,51119,0.003692626953125,0.00098419189453125,0.00270843505859375,3.751937984496124
duck,shark,24,12,855,shark,44892,0.001861572265625,0.000766754150390625,0.001094818115234375,2.427860696517413
duck,tiger,24,13,855,majestic,81389,0.08984375,0.00016021728515625,0.08968353271484375,560.7619047619048
duck,bat,24,14,855,bat,16120,0.0022430419921875,0.00028228759765625,0.00196075439453125,7.945945945945946
duck,spider,24,15,855,spider,35454,0.00347900390625,0.000247955322265625,0.003231048583984375,14.03076923076923
duck,butterfly,24,16,855,butterfly,56269,0.006500244140625,0.00018215179443359375,0.006318092346191406,35.68586387434555
duck,frog,24,17,855,frog,60981,0.0003223419189453125,0.00017070770263671875,0.00015163421630859375,1.888268156424581
duck,mosquito,24,18,855,mosquito,50646,0.00010824203491210938,0.0001506805419921875,-4.2438507080078125e-05,0.7183544303797469
duck,sheep,24,19,855,sheep,33012,0.000568389892578125,0.000133514404296875,0.00043487548828125,4.257142857142857
duck,rabbit,24,20,855,rabbit,39824,0.00128173828125,0.00012493133544921875,0.0011568069458007812,10.259541984732824
duck,bee,24,21,855,bee,38328,0.006500244140625,0.00011730194091796875,0.006382942199707031,55.41463414634146
duck,salmon,24,22,855,salmon,41420,0.000202178955078125,0.00011730194091796875,8.487701416015625e-05,1.7235772357723578
duck,owl,24,23,855,owl,53369,0.0027008056640625,0.00011014938354492188,0.002590656280517578,24.51948051948052
duck,duck,24,24,855,duck,37085,0.0004425048828125,0.00010347366333007812,0.0003390312194824219,4.276497695852535
duck,wolf,24,25,855,wolf,37642,0.00060272216796875,9.1552734375e-05,0.00051116943359375,6.583333333333333
duck,cow,24,26,855,cow,19923,0.000499725341796875,8.058547973632812e-05,0.0004191398620605469,6.201183431952662
duck,deer,24,27,855,deer,39149,0.000682830810546875,8.058547973632812e-05,0.0006022453308105469,8.47337278106509
duck,squirrel,24,28,855,squirrel,91624,0.00099945068359375,8.058547973632812e-05,0.0009188652038574219,12.402366863905325
duck,llama,24,29,855,llama,94776,0.00038909912109375,8.058547973632812e-05,0.0003085136413574219,4.828402366863905
duck,bear,24,30,855,bear,11984,8.153915405273438e-05,7.104873657226562e-05,1.049041748046875e-05,1.1476510067114094
duck,worm,24,31,855,worm,35311,7.361173629760742e-06,6.67572021484375e-05,-5.939602851867676e-05,0.11026785714285714
duck,chicken,24,32,855,chicken,16553,0.0013580322265625,5.91278076171875e-05,0.0012989044189453125,22.967741935483872
wolf,dolphin,25,1,087,dolphin,99269,0.11328125,0.328125,-0.21484375,0.34523809523809523
wolf,elephant,25,2,087,elephant,46840,0.0223388671875,0.04736328125,-0.0250244140625,0.47164948453608246
wolf,dog,25,3,087,dog,5679,0.00726318359375,0.036865234375,-0.02960205078125,0.19701986754966888
wolf,lion,25,4,087,lion,40132,0.007720947265625,0.0068359375,0.000885009765625,1.1294642857142858
wolf,cat,25,5,087,cat,8415,0.01275634765625,0.00640869140625,0.00634765625,1.9904761904761905
wolf,horse,25,6,087,horse,15580,0.001617431640625,0.0026702880859375,-0.0010528564453125,0.6057142857142858
wolf,monkey,25,7,087,majestic,81389,0.0185546875,0.00016021728515625,0.01839447021484375,115.80952380952381
wolf,squid,25,8,087,squid,90275,0.00092315673828125,0.001617431640625,-0.00069427490234375,0.5707547169811321
wolf,dinosaur,25,9,087,dinosaur,63989,6.4849853515625e-05,0.00152587890625,-0.001461029052734375,0.0425
wolf,panda,25,10,087,adorable,41708,0.0022125244140625,3.5762786865234375e-05,0.0021767616271972656,61.86666666666667
wolf,whale,25,11,087,whale,51119,0.005645751953125,0.00098419189453125,0.00466156005859375,5.736434108527132
wolf,shark,25,12,087,shark,44892,0.00118255615234375,0.000766754150390625,0.000415802001953125,1.5422885572139304
wolf,tiger,25,13,087,majestic,81389,0.0185546875,0.00016021728515625,0.01839447021484375,115.80952380952381
wolf,bat,25,14,087,bat,16120,0.0011138916015625,0.00028228759765625,0.00083160400390625,3.945945945945946
wolf,spider,25,15,087,spider,35454,0.0017242431640625,0.000247955322265625,0.001476287841796875,6.953846153846154
wolf,butterfly,25,16,087,butterfly,56269,0.0135498046875,0.00018215179443359375,0.013367652893066406,74.38743455497382
wolf,frog,25,17,087,frog,60981,0.0005950927734375,0.00017070770263671875,0.00042438507080078125,3.4860335195530725
wolf,mosquito,25,18,087,mosquito,50646,7.343292236328125e-05,0.0001506805419921875,-7.724761962890625e-05,0.4873417721518987
wolf,sheep,25,19,087,sheep,33012,0.00063323974609375,0.000133514404296875,0.000499725341796875,4.742857142857143
wolf,rabbit,25,20,087,rabbit,39824,0.002838134765625,0.00012493133544921875,0.0027132034301757812,22.717557251908396
wolf,bee,25,21,087,bee,38328,0.0018310546875,0.00011730194091796875,0.0017137527465820312,15.609756097560975
wolf,salmon,25,22,087,salmon,41420,0.00014591217041015625,0.00011730194091796875,2.86102294921875e-05,1.2439024390243902
wolf,owl,25,23,087,owl,53369,0.02099609375,0.00011014938354492188,0.020885944366455078,190.6147186147186
wolf,duck,25,24,087,duck,37085,0.00010013580322265625,0.00010347366333007812,-3.337860107421875e-06,0.967741935483871
wolf,wolf,25,25,087,wolf,37642,0.00439453125,9.1552734375e-05,0.004302978515625,48.0
wolf,cow,25,26,087,cow,19923,0.00019359588623046875,8.058547973632812e-05,0.00011301040649414062,2.4023668639053253
wolf,deer,25,27,087,deer,39149,0.000339508056640625,8.058547973632812e-05,0.0002589225769042969,4.21301775147929
wolf,squirrel,25,28,087,squirrel,91624,0.000762939453125,8.058547973632812e-05,0.0006823539733886719,9.467455621301776
wolf,llama,25,29,087,llama,94776,0.00011014938354492188,8.058547973632812e-05,2.956390380859375e-05,1.3668639053254439
wolf,bear,25,30,087,bear,11984,3.5762786865234375e-05,7.104873657226562e-05,-3.528594970703125e-05,0.5033557046979866
wolf,worm,25,31,087,worm,35311,3.361701965332031e-05,6.67572021484375e-05,-3.314018249511719e-05,0.5035714285714286
wolf,chicken,25,32,087,chicken,16553,0.00019359588623046875,5.91278076171875e-05,0.00013446807861328125,3.274193548387097
cow,dolphin,26,1,082,dolphin,99269,0.091796875,0.328125,-0.236328125,0.27976190476190477
cow,elephant,26,2,082,elephant,46840,0.023193359375,0.04736328125,-0.024169921875,0.4896907216494845
cow,dog,26,3,082,dog,5679,0.0040283203125,0.036865234375,-0.0328369140625,0.10927152317880795
cow,lion,26,4,082,lion,40132,0.0010833740234375,0.0068359375,-0.0057525634765625,0.15848214285714285
cow,cat,26,5,082,cat,8415,0.00518798828125,0.00640869140625,-0.001220703125,0.8095238095238095
cow,horse,26,6,082,horse,15580,0.0023040771484375,0.0026702880859375,-0.0003662109375,0.8628571428571429
cow,monkey,26,7,082,majestic,81389,0.019287109375,0.00016021728515625,0.01912689208984375,120.38095238095238
cow,squid,26,8,082,squid,90275,0.0019073486328125,0.001617431640625,0.0002899169921875,1.179245283018868
cow,dinosaur,26,9,082,dinosaur,63989,1.1682510375976562e-05,0.00152587890625,-0.0015141963958740234,0.00765625
cow,panda,26,10,082,adorable,41708,0.007537841796875,3.5762786865234375e-05,0.007502079010009766,210.77333333333334
cow,whale,26,11,082,whale,51119,0.005859375,0.00098419189453125,0.00487518310546875,5.953488372093023
cow,shark,26,12,082,shark,44892,0.0019073486328125,0.000766754150390625,0.001140594482421875,2.487562189054726
cow,tiger,26,13,082,majestic,81389,0.019287109375,0.00016021728515625,0.01912689208984375,120.38095238095238
cow,bat,26,14,082,bat,16120,0.0009002685546875,0.00028228759765625,0.00061798095703125,3.189189189189189
cow,spider,26,15,082,spider,35454,0.000514984130859375,0.000247955322265625,0.00026702880859375,2.076923076923077
cow,butterfly,26,16,082,butterfly,56269,0.0040283203125,0.00018215179443359375,0.0038461685180664062,22.115183246073297
cow,frog,26,17,082,frog,60981,0.00022792816162109375,0.00017070770263671875,5.7220458984375e-05,1.335195530726257
cow,mosquito,26,18,082,mosquito,50646,3.170967102050781e-05,0.0001506805419921875,-0.00011897087097167969,0.21044303797468356
cow,sheep,26,19,082,sheep,33012,0.000274658203125,0.000133514404296875,0.000141143798828125,2.057142857142857
cow,rabbit,26,20,082,rabbit,39824,0.0004253387451171875,0.00012493133544921875,0.00030040740966796875,3.404580152671756
cow,bee,26,21,082,bee,38328,0.0003108978271484375,0.00011730194091796875,0.00019359588623046875,2.6504065040650406
cow,salmon,26,22,082,salmon,41420,6.723403930664062e-05,0.00011730194091796875,-5.0067901611328125e-05,0.573170731707317
cow,owl,26,23,082,owl,53369,0.0035552978515625,0.00011014938354492188,0.003445148468017578,32.277056277056275
cow,duck,26,24,082,duck,37085,0.0003528594970703125,0.00010347366333007812,0.0002493858337402344,3.410138248847926
cow,wolf,26,25,082,wolf,37642,0.00016117095947265625,9.1552734375e-05,6.961822509765625e-05,1.7604166666666667
cow,cow,26,26,082,cow,19923,0.000659942626953125,8.058547973632812e-05,0.0005793571472167969,8.189349112426035
cow,deer,26,27,082,deer,39149,0.00012969970703125,8.058547973632812e-05,4.9114227294921875e-05,1.6094674556213018
cow,squirrel,26,28,082,squirrel,91624,0.0023040771484375,8.058547973632812e-05,0.002223491668701172,28.59171597633136
cow,llama,26,29,082,llama,94776,2.5510787963867188e-05,8.058547973632812e-05,-5.507469177246094e-05,0.3165680473372781
cow,bear,26,30,082,bear,11984,2.905726432800293e-06,7.104873657226562e-05,-6.814301013946533e-05,0.04089765100671141
cow,worm,26,31,082,worm,35311,7.331371307373047e-06,6.67572021484375e-05,-5.942583084106445e-05,0.10982142857142857
cow,chicken,26,32,082,chicken,16553,0.0001773834228515625,5.91278076171875e-05,0.000118255615234375,3.0
deer,dolphin,27,1,17,dolphin,99269,0.028076171875,0.328125,-0.300048828125,0.08556547619047619
deer,elephant,27,2,17,elephant,46840,0.038330078125,0.04736328125,-0.009033203125,0.8092783505154639
deer,dog,27,3,17,dog,5679,0.0007476806640625,0.036865234375,-0.0361175537109375,0.020281456953642384
deer,lion,27,4,17,lion,40132,0.041015625,0.0068359375,0.0341796875,6.0
deer,cat,27,5,17,cat,8415,0.028076171875,0.00640869140625,0.02166748046875,4.380952380952381
deer,horse,27,6,17,horse,15580,0.00115966796875,0.0026702880859375,-0.0015106201171875,0.4342857142857143
deer,monkey,27,7,17,majestic,81389,0.0299072265625,0.00016021728515625,0.02974700927734375,186.66666666666666
deer,squid,27,8,17,squid,90275,0.0024566650390625,0.001617431640625,0.0008392333984375,1.5188679245283019
deer,dinosaur,27,9,17,dinosaur,63989,0.00031280517578125,0.00152587890625,-0.00121307373046875,0.205
deer,panda,27,10,17,adorable,41708,0.0007476806640625,3.5762786865234375e-05,0.0007119178771972656,20.906666666666666
deer,whale,27,11,17,whale,51119,0.0015869140625,0.00098419189453125,0.00060272216796875,1.6124031007751938
deer,shark,27,12,17,shark,44892,0.0023040771484375,0.000766754150390625,0.001537322998046875,3.0049751243781095
deer,tiger,27,13,17,majestic,81389,0.0299072265625,0.00016021728515625,0.02974700927734375,186.66666666666666
deer,bat,27,14,17,bat,16120,0.002777099609375,0.00028228759765625,0.00249481201171875,9.837837837837839
deer,spider,27,15,17,spider,35454,0.00860595703125,0.000247955322265625,0.008358001708984375,34.707692307692305
deer,butterfly,27,16,17,butterfly,56269,0.0299072265625,0.00018215179443359375,0.029725074768066406,164.18848167539267
deer,frog,27,17,17,frog,60981,0.0012359619140625,0.00017070770263671875,0.0010652542114257812,7.240223463687151
deer,mosquito,27,18,17,mosquito,50646,0.00010776519775390625,0.0001506805419921875,-4.291534423828125e-05,0.7151898734177216
deer,sheep,27,19,17,sheep,33012,0.0010223388671875,0.000133514404296875,0.000888824462890625,7.6571428571428575
deer,rabbit,27,20,17,rabbit,39824,0.0091552734375,0.00012493133544921875,0.009030342102050781,73.2824427480916
deer,bee,27,21,17,bee,38328,0.00970458984375,0.00011730194091796875,0.009587287902832031,82.73170731707317
deer,salmon,27,22,17,salmon,41420,0.0002593994140625,0.00011730194091796875,0.00014209747314453125,2.2113821138211383
deer,owl,27,23,17,owl,53369,0.0091552734375,0.00011014938354492188,0.009045124053955078,83.11688311688312
deer,duck,27,24,17,duck,37085,0.00013065338134765625,0.00010347366333007812,2.7179718017578125e-05,1.262672811059908
deer,wolf,27,25,17,wolf,37642,0.002960205078125,9.1552734375e-05,0.00286865234375,32.333333333333336
deer,cow,27,26,17,cow,19923,0.000152587890625,8.058547973632812e-05,7.200241088867188e-05,1.893491124260355
deer,deer,27,27,17,deer,39149,0.0009613037109375,8.058547973632812e-05,0.0008807182312011719,11.928994082840237
deer,squirrel,27,28,17,squirrel,91624,0.000850677490234375,8.058547973632812e-05,0.0007700920104980469,10.55621301775148
deer,llama,27,29,17,llama,94776,0.0009613037109375,8.058547973632812e-05,0.0008807182312011719,11.928994082840237
deer,bear,27,30,17,bear,11984,0.00016689300537109375,7.104873657226562e-05,9.584426879882812e-05,2.348993288590604
deer,worm,27,31,17,worm,35311,6.771087646484375e-05,6.67572021484375e-05,9.5367431640625e-07,1.0142857142857142
deer,chicken,27,32,17,chicken,16553,0.00191497802734375,5.91278076171875e-05,0.0018558502197265625,32.38709677419355
squirrel,dolphin,28,1,747,dolphin,99269,0.0003643035888671875,0.328125,-0.3277606964111328,0.001110258556547619
squirrel,elephant,28,2,747,elephant,46840,0.07373046875,0.04736328125,0.0263671875,1.556701030927835
squirrel,dog,28,3,747,dog,5679,9.489059448242188e-05,0.036865234375,-0.03677034378051758,0.002573985927152318
squirrel,lion,28,4,747,lion,40132,0.00390625,0.0068359375,-0.0029296875,0.5714285714285714
squirrel,cat,28,5,747,cat,8415,0.00016117095947265625,0.00640869140625,-0.006247520446777344,0.025148809523809525
squirrel,horse,28,6,747,horse,15580,0.000499725341796875,0.0026702880859375,-0.002170562744140625,0.18714285714285714
squirrel,monkey,28,7,747,majestic,81389,0.08935546875,0.00016021728515625,0.08919525146484375,557.7142857142857
squirrel,squid,28,8,747,squid,90275,0.000194549560546875,0.001617431640625,-0.001422882080078125,0.12028301886792453
squirrel,dinosaur,28,9,747,dinosaur,63989,0.0002079010009765625,0.00152587890625,-0.0013179779052734375,0.13625
squirrel,panda,28,10,747,adorable,41708,9.489059448242188e-05,3.5762786865234375e-05,5.91278076171875e-05,2.6533333333333333
squirrel,whale,28,11,747,whale,51119,0.00072479248046875,0.00098419189453125,-0.0002593994140625,0.7364341085271318
squirrel,shark,28,12,747,shark,44892,0.000194549560546875,0.000766754150390625,-0.00057220458984375,0.2537313432835821
squirrel,tiger,28,13,747,majestic,81389,0.08935546875,0.00016021728515625,0.08919525146484375,557.7142857142857
squirrel,bat,28,14,747,bat,16120,0.0120849609375,0.00028228759765625,0.01180267333984375,42.810810810810814
squirrel,spider,28,15,747,spider,35454,0.000499725341796875,0.000247955322265625,0.00025177001953125,2.0153846153846153
squirrel,butterfly,28,16,747,butterfly,56269,0.0030517578125,0.00018215179443359375,0.0028696060180664062,16.75392670157068
squirrel,frog,28,17,747,frog,60981,1.4543533325195312e-05,0.00017070770263671875,-0.00015616416931152344,0.08519553072625698
squirrel,mosquito,28,18,747,mosquito,50646,7.152557373046875e-05,0.0001506805419921875,-7.915496826171875e-05,0.47468354430379744
squirrel,sheep,28,19,747,sheep,33012,0.000438690185546875,0.000133514404296875,0.00030517578125,3.2857142857142856
squirrel,rabbit,28,20,747,rabbit,39824,3.9577484130859375e-05,0.00012493133544921875,-8.535385131835938e-05,0.31679389312977096
squirrel,bee,28,21,747,bee,38328,0.00135040283203125,0.00011730194091796875,0.0012331008911132812,11.512195121951219
squirrel,salmon,28,22,747,salmon,41420,2.9921531677246094e-05,0.00011730194091796875,-8.738040924072266e-05,0.2550813008130081
squirrel,owl,28,23,747,owl,53369,0.00127410888671875,0.00011014938354492188,0.0011639595031738281,11.567099567099566
squirrel,duck,28,24,747,duck,37085,0.00026702880859375,0.00010347366333007812,0.00016355514526367188,2.5806451612903225
squirrel,wolf,28,25,747,wolf,37642,9.822845458984375e-05,9.1552734375e-05,6.67572021484375e-06,1.0729166666666667
squirrel,cow,28,26,747,cow,19923,3.170967102050781e-05,8.058547973632812e-05,-4.887580871582031e-05,0.39349112426035504
squirrel,deer,28,27,747,deer,39149,0.00018310546875,8.058547973632812e-05,0.00010251998901367188,2.272189349112426
squirrel,squirrel,28,28,747,squirrel,91624,0.000598907470703125,8.058547973632812e-05,0.0005183219909667969,7.431952662721893
squirrel,llama,28,29,747,llama,94776,9.202957153320312e-05,8.058547973632812e-05,1.1444091796875e-05,1.1420118343195267
squirrel,bear,28,30,747,bear,11984,0.00011110305786132812,7.104873657226562e-05,4.00543212890625e-05,1.563758389261745
squirrel,worm,28,31,747,worm,35311,2.339482307434082e-06,6.67572021484375e-05,-6.441771984100342e-05,0.03504464285714286
squirrel,chicken,28,32,747,chicken,16553,0.00286865234375,5.91278076171875e-05,0.0028095245361328125,48.516129032258064
llama,dolphin,29,1,177,dolphin,99269,0.00836181640625,0.328125,-0.31976318359375,0.025483630952380952
llama,elephant,29,2,177,elephant,46840,0.1787109375,0.04736328125,0.13134765625,3.7731958762886597
llama,dog,29,3,177,dog,5679,0.0003662109375,0.036865234375,-0.0364990234375,0.009933774834437087
llama,lion,29,4,177,lion,40132,0.07421875,0.0068359375,0.0673828125,10.857142857142858
llama,cat,29,5,177,cat,8415,0.00506591796875,0.00640869140625,-0.0013427734375,0.7904761904761904
llama,horse,29,6,177,horse,15580,0.051025390625,0.0026702880859375,0.0483551025390625,19.10857142857143
llama,monkey,29,7,177,majestic,81389,0.1015625,0.00016021728515625,0.10140228271484375,633.9047619047619
llama,squid,29,8,177,squid,90275,0.00010824203491210938,0.001617431640625,-0.0015091896057128906,0.06692216981132075
llama,dinosaur,29,9,177,dinosaur,63989,0.00034332275390625,0.00152587890625,-0.00118255615234375,0.225
llama,panda,29,10,177,adorable,41708,0.0003662109375,3.5762786865234375e-05,0.0003304481506347656,10.24
llama,whale,29,11,177,whale,51119,0.0028839111328125,0.00098419189453125,0.00189971923828125,2.9302325581395348
llama,shark,29,12,177,shark,44892,0.000568389892578125,0.000766754150390625,-0.0001983642578125,0.7412935323383084
llama,tiger,29,13,177,majestic,81389,0.1015625,0.00016021728515625,0.10140228271484375,633.9047619047619
llama,bat,29,14,177,bat,16120,0.00174713134765625,0.00028228759765625,0.00146484375,6.1891891891891895
llama,spider,29,15,177,spider,35454,0.001861572265625,0.000247955322265625,0.001613616943359375,7.507692307692308
llama,butterfly,29,16,177,butterfly,56269,0.01007080078125,0.00018215179443359375,0.009888648986816406,55.287958115183244
llama,frog,29,17,177,frog,60981,0.00010824203491210938,0.00017070770263671875,-6.246566772460938e-05,0.6340782122905028
llama,mosquito,29,18,177,mosquito,50646,0.000286102294921875,0.0001506805419921875,0.0001354217529296875,1.8987341772151898
llama,sheep,29,19,177,sheep,33012,0.0030670166015625,0.000133514404296875,0.002933502197265625,22.97142857142857
llama,rabbit,29,20,177,rabbit,39824,0.006103515625,0.00012493133544921875,0.005978584289550781,48.85496183206107
llama,bee,29,21,177,bee,38328,0.01141357421875,0.00011730194091796875,0.011296272277832031,97.30081300813008
llama,salmon,29,22,177,salmon,41420,8.726119995117188e-05,0.00011730194091796875,-3.0040740966796875e-05,0.7439024390243902
llama,owl,29,23,177,owl,53369,0.000644683837890625,0.00011014938354492188,0.0005345344543457031,5.852813852813853
llama,duck,29,24,177,duck,37085,0.0002689361572265625,0.00010347366333007812,0.00016546249389648438,2.5990783410138247
llama,wolf,29,25,177,wolf,37642,0.001861572265625,9.1552734375e-05,0.00177001953125,20.333333333333332
llama,cow,29,26,177,cow,19923,0.0004425048828125,8.058547973632812e-05,0.0003619194030761719,5.491124260355029
llama,deer,29,27,177,deer,39149,0.00347900390625,8.058547973632812e-05,0.003398418426513672,43.171597633136095
llama,squirrel,29,28,177,squirrel,91624,0.00174713134765625,8.058547973632812e-05,0.0016665458679199219,21.680473372781066
llama,llama,29,29,177,llama,94776,0.000774383544921875,8.058547973632812e-05,0.0006937980651855469,9.609467455621301
llama,bear,29,30,177,bear,11984,0.000644683837890625,7.104873657226562e-05,0.0005736351013183594,9.073825503355705
llama,worm,29,31,177,worm,35311,1.609325408935547e-05,6.67572021484375e-05,-5.066394805908203e-05,0.24107142857142858
llama,chicken,29,32,177,chicken,16553,0.000823974609375,5.91278076171875e-05,0.0007648468017578125,13.935483870967742
bear,dolphin,30,1,17,dolphin,99269,0.028076171875,0.328125,-0.300048828125,0.08556547619047619
bear,elephant,30,2,17,elephant,46840,0.038330078125,0.04736328125,-0.009033203125,0.8092783505154639
bear,dog,30,3,17,dog,5679,0.0007476806640625,0.036865234375,-0.0361175537109375,0.020281456953642384
bear,lion,30,4,17,lion,40132,0.041015625,0.0068359375,0.0341796875,6.0
bear,cat,30,5,17,cat,8415,0.028076171875,0.00640869140625,0.02166748046875,4.380952380952381
bear,horse,30,6,17,horse,15580,0.00115966796875,0.0026702880859375,-0.0015106201171875,0.4342857142857143
bear,monkey,30,7,17,majestic,81389,0.0299072265625,0.00016021728515625,0.02974700927734375,186.66666666666666
bear,squid,30,8,17,squid,90275,0.0024566650390625,0.001617431640625,0.0008392333984375,1.5188679245283019
bear,dinosaur,30,9,17,dinosaur,63989,0.00031280517578125,0.00152587890625,-0.00121307373046875,0.205
bear,panda,30,10,17,adorable,41708,0.0007476806640625,3.5762786865234375e-05,0.0007119178771972656,20.906666666666666
bear,whale,30,11,17,whale,51119,0.0015869140625,0.00098419189453125,0.00060272216796875,1.6124031007751938
bear,shark,30,12,17,shark,44892,0.0023040771484375,0.000766754150390625,0.001537322998046875,3.0049751243781095
bear,tiger,30,13,17,majestic,81389,0.0299072265625,0.00016021728515625,0.02974700927734375,186.66666666666666
bear,bat,30,14,17,bat,16120,0.002777099609375,0.00028228759765625,0.00249481201171875,9.837837837837839
bear,spider,30,15,17,spider,35454,0.00860595703125,0.000247955322265625,0.008358001708984375,34.707692307692305
bear,butterfly,30,16,17,butterfly,56269,0.0299072265625,0.00018215179443359375,0.029725074768066406,164.18848167539267
bear,frog,30,17,17,frog,60981,0.0012359619140625,0.00017070770263671875,0.0010652542114257812,7.240223463687151
bear,mosquito,30,18,17,mosquito,50646,0.00010776519775390625,0.0001506805419921875,-4.291534423828125e-05,0.7151898734177216
bear,sheep,30,19,17,sheep,33012,0.0010223388671875,0.000133514404296875,0.000888824462890625,7.6571428571428575
bear,rabbit,30,20,17,rabbit,39824,0.0091552734375,0.00012493133544921875,0.009030342102050781,73.2824427480916
bear,bee,30,21,17,bee,38328,0.00970458984375,0.00011730194091796875,0.009587287902832031,82.73170731707317
bear,salmon,30,22,17,salmon,41420,0.0002593994140625,0.00011730194091796875,0.00014209747314453125,2.2113821138211383
bear,owl,30,23,17,owl,53369,0.0091552734375,0.00011014938354492188,0.009045124053955078,83.11688311688312
bear,duck,30,24,17,duck,37085,0.00013065338134765625,0.00010347366333007812,2.7179718017578125e-05,1.262672811059908
bear,wolf,30,25,17,wolf,37642,0.002960205078125,9.1552734375e-05,0.00286865234375,32.333333333333336
bear,cow,30,26,17,cow,19923,0.000152587890625,8.058547973632812e-05,7.200241088867188e-05,1.893491124260355
bear,deer,30,27,17,deer,39149,0.0009613037109375,8.058547973632812e-05,0.0008807182312011719,11.928994082840237
bear,squirrel,30,28,17,squirrel,91624,0.000850677490234375,8.058547973632812e-05,0.0007700920104980469,10.55621301775148
bear,llama,30,29,17,llama,94776,0.0009613037109375,8.058547973632812e-05,0.0008807182312011719,11.928994082840237
bear,bear,30,30,17,bear,11984,0.00016689300537109375,7.104873657226562e-05,9.584426879882812e-05,2.348993288590604
bear,worm,30,31,17,worm,35311,6.771087646484375e-05,6.67572021484375e-05,9.5367431640625e-07,1.0142857142857142
bear,chicken,30,32,17,chicken,16553,0.00191497802734375,5.91278076171875e-05,0.0018558502197265625,32.38709677419355
worm,dolphin,31,1,869,dolphin,99269,0.031494140625,0.328125,-0.296630859375,0.09598214285714286
worm,elephant,31,2,869,elephant,46840,0.0260009765625,0.04736328125,-0.0213623046875,0.5489690721649485
worm,dog,31,3,869,dog,5679,0.00069427490234375,0.036865234375,-0.03617095947265625,0.01883278145695364
worm,lion,31,4,869,lion,40132,0.0108642578125,0.0068359375,0.0040283203125,1.5892857142857142
worm,cat,31,5,869,cat,8415,0.006561279296875,0.00640869140625,0.000152587890625,1.0238095238095237
worm,horse,31,6,869,horse,15580,0.005462646484375,0.0026702880859375,0.0027923583984375,2.045714285714286
worm,monkey,31,7,869,majestic,81389,0.11669921875,0.00016021728515625,0.11653900146484375,728.3809523809524
worm,squid,31,8,869,squid,90275,0.00156402587890625,0.001617431640625,-5.340576171875e-05,0.9669811320754716
worm,dinosaur,31,9,869,dinosaur,63989,0.0002880096435546875,0.00152587890625,-0.0012378692626953125,0.18875
worm,panda,31,10,869,adorable,41708,0.00177001953125,3.5762786865234375e-05,0.0017342567443847656,49.49333333333333
worm,whale,31,11,869,whale,51119,0.00311279296875,0.00098419189453125,0.00212860107421875,3.1627906976744184
worm,shark,31,12,869,shark,44892,0.00188446044921875,0.000766754150390625,0.001117706298828125,2.45771144278607
worm,tiger,31,13,869,majestic,81389,0.11669921875,0.00016021728515625,0.11653900146484375,728.3809523809524
worm,bat,31,14,869,bat,16120,0.00107574462890625,0.00028228759765625,0.00079345703125,3.810810810810811
worm,spider,31,15,869,spider,35454,0.0012969970703125,0.000247955322265625,0.001049041748046875,5.230769230769231
worm,butterfly,31,16,869,butterfly,56269,0.0033111572265625,0.00018215179443359375,0.0031290054321289062,18.17801047120419
worm,frog,31,17,869,frog,60981,0.000946044921875,0.00017070770263671875,0.0007753372192382812,5.5418994413407825
worm,mosquito,31,18,869,mosquito,50646,2.682209014892578e-05,0.0001506805419921875,-0.00012385845184326172,0.17800632911392406
worm,sheep,31,19,869,sheep,33012,0.00054168701171875,0.000133514404296875,0.000408172607421875,4.057142857142857
worm,rabbit,31,20,869,rabbit,39824,0.003997802734375,0.00012493133544921875,0.0038728713989257812,32.0
worm,bee,31,21,869,bee,38328,0.0012969970703125,0.00011730194091796875,0.0011796951293945312,11.05691056910569
worm,salmon,31,22,869,salmon,41420,0.0001277923583984375,0.00011730194091796875,1.049041748046875e-05,1.089430894308943
worm,owl,31,23,869,owl,53369,0.00897216796875,0.00011014938354492188,0.008862018585205078,81.45454545454545
worm,duck,31,24,869,duck,37085,0.00011682510375976562,0.00010347366333007812,1.33514404296875e-05,1.1290322580645162
worm,wolf,31,25,869,wolf,37642,0.00177001953125,9.1552734375e-05,0.001678466796875,19.333333333333332
worm,cow,31,26,869,cow,19923,0.00020503997802734375,8.058547973632812e-05,0.00012445449829101562,2.544378698224852
worm,deer,31,27,869,deer,39149,0.000507354736328125,8.058547973632812e-05,0.0004267692565917969,6.295857988165681
worm,squirrel,31,28,869,squirrel,91624,0.00032806396484375,8.058547973632812e-05,0.0002474784851074219,4.071005917159764
worm,llama,31,29,869,llama,94776,0.0003490447998046875,8.058547973632812e-05,0.0002684593200683594,4.331360946745562
worm,bear,31,30,869,bear,11984,0.00012063980102539062,7.104873657226562e-05,4.9591064453125e-05,1.6979865771812082
